tweet;demanda;tema
@vitoriagasteiz arreglad la baldosa suelta de la salida del tranvi de honduras, qe SIEMPRE la piso, y hoy me ha salpicado;1;espacio público
bizikleteroak Con la intención de advertir al ayuntamiento de la situación que esta sucediendo en este tramo entre… https://t.co/ZN5X5TO38b;1;movilidad
Hace ya mucho tiempo escribí al ayuntamiento sobre esto. La parada de Olaguibel 20 es una parada enorme en la que … https://t.co/zcL0lMEPXe;1;movilidad
edificios antiguos sin aislamiento y con problemas de accesibilidad en pleno ensanche;1;espacio público
viniendo de portal de castilla al entrar en castillo de fontecha rotonda del olivo hay una alcantarilla sumidero;1;espacio público
suciedad y papeleras a rebosar en pleno anillo verde en semana lamentable de vitoriagasteiz;1;limpieza
papeleras a rebosar en el anillo verde de vitoria;1;limpieza
robos aparcabicis y convivencia tareas pendientes en el día mundial de la bici;1;delincuencia
mejoremos viales aparcabicis;1;movilidad
y esta es la cola en leioa para hacer el transbordo en autobús;1;movilidad
pero cómo es posible que solo haya un autobús en leioa para llevar a todos los que vamos en metro bilbao incomprensible;1;movilidad
los basureros aún no han llegado;1;limpieza
promover zonas verdes paseos carriles bici instalaciones públicas colegios;1;administración pública
yo cuando voy en bici siempre por bidegorri ya no me meto en carretera ni loco paso de perder la vida;1;movilidad
siempre que salgamos a andar en bici vamos a tener que ir con el temor de que podemos ser atropellados porque no dejan la distancia;1;movilidad
increíble la gente no se da cuenta que encima de una bici va una vida una familia;1;movilidad
vitoriagasteiz es una ciudad en la que usa mucho la bici pero aún tiene algunas tareas pendientes;1;movilidad
y ya de paso que separen físicamente ese bidegorri lo agradeceremos;1;movilidad
hola hace mas de dos semanas hice la solicitud para el contenedor marrón y aún no me han contestado;1;limpieza
el contenedor marrón no termina de arrancar que solo lo usen elde los donostiarras es preocupante;1;limpieza
que bonito teniendo que esquivar este contenedor que esta el puto medio de la calle;1;espacio público
ya no somos green;1;administración pública
hola y vitoria la que fue green capital y apuesta por la bici;1;administración pública
dura y dura el conflicto de limpieza en vitoria;1;limpieza
no podemos dejar la limpieza de gasteiz en manos de insaciables multinacionales como fcc remunicipalizacion ya;1;limpieza
plaga de ratas por falta de limpieza en las calles;1;limpieza
el tráfico es terrible a casi todas horas y entrar en una rotonda es una aventura en toda regla;1;movilidad
hace unos días que se acumula un charco de agua en la rotonda de la calle santiago al final de la calle extremadura;1;espacio público
ni rotondas absurdas y que nadie sabe cómo tomarlas ni semáforos;1;movilidad
dar ayudas para paliar daños es admitir que ese tranvía es un disparate seguimos pidiendo la paralización;1;movilidad
personalmente creo que el tranvía debería estar soterrado sobre la superficie es un peligro aparte de lo que afea a la ciudad;1;movilidad
jubilados demandan en vitoria unas pensiones públicas dignas;1;administración pública
cuándo piensan poner en los carteles de la autovía eibar vitoria;1;movilidad
otro paseo peatonal hecho unos zorros en vitoriagasteiz;1;limpieza
 ataque de shengelia por favor cómo van ;0;
 casas a punto el home staging es una técnica que favorece la ventaalquiler de nuestras viviendas ahora en;0;
 conferencia cambio climáticooportunidad hacia un desarrollo sostenible;0;
 cuando bajas la basura sin la basura;0;
 cuentas de entrenadores personales en instagram que debes seguir para ponerte en forma;0;
 cursos gratis universitarios online para formarte en mayo;0;
 cursos online y gratuitos de formación laboral;0;
 de abril nieva en vitoria asíesmiciudad;0;
 de abril y en gasteiz ha nevadosan prudencio haciendo de las suyas;0;
 días pa mi santo gora estibaliz anderea bu egi gasteiz;0;
 el aparcabicis de la estación de autobuses ya está instalado;0;
 el aparcabicis de pago de la estación de autobuses ya está colocado;0;
 es un problema global e integralmira cómo están las competiciones feb pla;0;
 estrategias infalibles que no funcionan en los niños con tdah;0;
 feliz sanprudencioabrígate bien y a disfrutar de la romeríaondo pasaarabaalava vitoria vitoriag;0;
 feliz sanprudenciohabrá que ir bien abrigado a la romería ;0;
 hogares verdes jornada la electricidad en el hogar;0;
 hora y media;0;
 i congreso jurídico de la abogacía alavesa ;0;
 mejores temas wordpress para tiendas online ;0;
 messi voto para que messivsarsenal sea el mejor gol de leo messi con el vota ;0;
 minutos de larkin en la primera parte y el baskonia sin demasiadas ideas en ataque naide crea se equivoca sito ahí en mi opinión;0;
 no a la violencia en el deporte no a los violentos en el fútbol athleticbetis;0;
 nominaciones a los premios max con el espectáculo oskara y muy bien merecidas zorionak jon;0;
 profesionales congreso de geriatría y gerontología en vitoria vitoriagasteiz;0;
 profesionales de la geriatría y gerontología debatirán en vitoriagasteiz sobre la vejez llena de vida;0;
 queremos potenciar los recursos de turismo de caravanas para captarturistas atraídos por vitoriagasteiz green;0;
 sesión de circuitos acuáticos en cc ibaiondo;0;
 sesión de gpump en cc ibaiondo;0;
 sigue hoy en directo la tamborrada de sanprudencio por gasteiz hoy;0;
 taller cosmética comestible;0;
 toda mi vida engañado;0;
 vitoria;0;
 vitoriagasteiz pais vasco spain;0;
a buenas horas el problema es que devuelva lo robado;0;
a éste multa por haberla atado al lateral del banco lo de ke le hayan robado rueda no es nada green;1;delincuencia
a estos tramposos que les fundan en la declaracion de la renta jetas;0;
a la calle merecidamente;0;
a las horas felicitamos enal bar zazpi de donostia por su triunfo en el xixde g;0;
a los meses de embarazo nos dijeron el sexo de mi hija y se basaban en lo que dice el bus simple y basico guste o no;0;
a mi me jodería un huevo que alguien me obligara a prestar mi bici a un extraño ni loco a mis niños les pido que negocien;0;
a mou se le crucificó porque la sombra de topor era muy alargada si no ningún problemay yo;0;
a partir del gol el madrid jugando a medio gas pudo meter mas en cuanto le hizo falta ir al ataque en min tenían el gol;0;
a seguir asíydando vidilla a vitoriay;0;
a ver el tiempo de hoy que cojones acaba de empezar una tormenta justo cuando estoy volviendo a casa en bici toma;0;
a ver en mi garaje se está caliente en comparación con la calle gasteiz te pasas;0;
a ver si la chica del tranvía va a ser una choni que se siente halagada y vosotros aquí haciendo en canelo;0;
a ver si podeis hacer mas ruido debajo de mi casa;0;
a vitoria no la han traído;0;
abetxuko sigue hoy en fiestas consulta el programa;0;
abierta la inscripción para los talleres activa tus recursos para el empleo;0;
acaba de literalmente darme un ataque de risa con el pelillo de este zuko;0;
acceso desde las dársenas al aparcabicis de la estación de bus con clave de acceso y giratoria para solo salir con;0;
acepta la ayuda de fuera pero no olvides que es tu problema;0;
aclarando una cosasegun tengo entendido la fibra optica de la que habla todo el mundo esta instalada solo hast;0;
acordaros que el mayo celebramos día de europa en vitoriagasteiz con izaskun landaida emakunde y daniel innerarity globernance;0;
actualmente no existe un inventario del arbolado por calles dirigido al público proximamente actualizaremos la i;1;espacio público
acumulación de basura en el paseo de estrasburgo;1;limpieza
adjunto fotografíaespacio pãblicoocupaciãn de la vãa pãblicalvm hace minutos;0;
adrian peterson a los saints no será la mejor opción para optar al anillo pero qué pinta tiene ese ataque y esa división nflesp;0;
agenda vitoriagasteiz don cristobal una tragicomedia de títeres desde abajo el jueves de mayo;0;
agenda vitoriagasteiz lorelei green actúa este viernes en vitoria;0;
ah no claro los perretxikos son sagrados ;0;
ahora mismo está nevando en gasteiz;0;
ahora mismo los árbitros se van a comer el silbo hay problema en el juego;0;
ahora nieve en abril en vitoria video vitoriagasteiz;0;
ahora puedes conseguir gratis estos plugins para vídeo d y realidad virtual valorados en dólares;0;
ahora socializar los medios de producción renta que flipas;0;
al tener perdimos tanto pagarás el precio de tener lo innecesario frases conciencia coaching;0;
alaves los dos triunfos por goles fuera con el equipo b aunque en vitoria contra alcocorcon y osasuna fallaron;0;
alcalde de vitoria el riesgo de reabrir garoña es inasumible vitoriagasteiz;0;
alguien puede recomendar un buen tatuador en gasteiz sería algo con colores y de buen tamaño tattoo;0;
alguna vez quizás al ser víctima de su violencia escriban sobre ella o seguirán titulando la oposición pacífica;0;
algunas personas deberían comer maquillaje para ver si logran ser bonitas por dentro;0;
almendra medieval de gasteiz colorido esoectacular;0;
almost ready for tonight spcc curling harrikada vitoriabakh ciudad deportiva baskonia;0;
alokabide ya habita todos los portales del edificio de la calle bremen;0;
alrededor de profesionales de la geriatría y gerontología reunidos en vitoriagasteiz debatirán sobre la veje;0;
amazing ayer le enseñé una nota de mi móvil al del vitoria que ponía fiebrebad gyalpues va el pavo y pone fiebre de david bisbal;0;
ami m indigna q nadie d arriba dl club ni el propio sitio hayan protestado como dios man;0;
amigos y no solo en bici a mi ayer corriendo a pie casi me atropella u;0;
ander gastón se alza con el el premio del viii encuentro fashion blog de la pasarela gasteiz on zorionak;0;
animación de gaiteros centro gallego de vitoriagasteiz en abetxukojaiak;0;
anímate enseguida llega el buen tiempovivo en vitoria;0;
ánimo rojillos estamos con vosotros desde gasteiz;0;
anteayer iba en pantalones cortos por la vida y hoy puede nevar just gasteiz things;0;
antes sí ahora no problema de juego;0;
apollo xi vr un paseo por la lunavitoriagasteiz;0;
app buzón ciudadano me da error quería trasladar incidencia de rótulo de calle girado en salburua;0;
aquí está señorit y ya se pueden desbocar haciéndolo q no hay problema alguno ;0;
aquí tenéis el boletín y las fotos de los alumnos de landázuri ikastola y ramón bajo;0;
aquilesresponde crees que llegarás al millón de subs saludos desde vitoria ;0;
árbol del amor o árbol de judascercis siliquastrumamodioaren zuhaitza edo judasen zuhaitzacercis udaberria;0;
arranca mayo el mes de la poesía en vitoriagasteiz;0;
arrancan las inscripciones para bachillerato;0;
articulo sexo en gasteiz pollo y mejillón al vapor por;0;
artium en yelp agradable visita alen su aniversario hermosas y delicadas obras de lilianapo;0;
asco miedo sufrimiento amor;0;
asco no es la palabra la palabra es pena tener que valorar a tu equipo;0;
asco viendo todo lo de los pujol;0;
ascofeliz domingo;0;
asehy fuera pa la calle;0;
así han sido las retretas de san prudencio que han tenido lugar en vitoriagasteiz;0;
así luce el nuevo bus green de tuvisa;0;
así luce el nuevo bus green de vitoria;0;
asi me gano los euros menú sook by raúl cabrera sukaldari powerhotel silken ciudad de vitoria;0;
así no se puede esos árbitros a la puta calle;0;
así nos ha amanecido hoy en la llanada alavesavitoria spain mercedes benz;0;
así se las gasta el dimitris giannakopoulos a saber como era el autobus y las carreteras por las que fue;0;
atracciones de feria con motivo de san prudencio;0;
atrium unpedazodecielocristalizado javierperez venecia spain vitoria sistemico arte;0;
aunque claro como ellos son de extrema izquierda no ven el problema de los extremistas luego;0;
aunque con los amigos de las mañanas kiss comparto esas cosas que les mandó alguna vez hoy es fiesta en vitoria y en alava;0;
aunque me quedan perretxikos pero esos sí son tooooodos míos ;0;
aúpa luis cómo gusta escuchar opiniones así sin duda es lo que debemos sembrar aquí nos tienes por si vienes po;0;
aurrera el equipo decon nuestrxs compis d gasteiz no a esta barbarie con lxs refugiadxs nadie gana;0;
autobuses vitoriaforonda por ;0;
avería nivel rojo en a pk subijana de alavasubillanagasteiz dgtaraba dgt;1;movilidad
aviso por festividad de san prudencio no habrá reunión el de abril en bancodeltiempo de vitoria gasteiz quedamos ya para el mayo;0;
ayer disfrutaronaprendiendo sobre el agua con la actividad de amvisa el alumnado de gracias;0;
ayer fue festivo en vitoria pero los peques del pisito necesitan sus atenciones igualsolo nos tienen a nosotr;0;
ayer grados y hoy maxima de siberia gasteiz;0;
ayrton senna murió hace años;0;
ayudas ayuntamiento vitoriagasteiz para comercio el plazo de presentación de solicitudes finaliza el de mayo;0;
ayudas iberescena;0;
aznararzalluzrajoyurkulluvitoria spain;0;
azúcar mata no es un eslogan ni es exagerado ese es el problema la tolerancia que tenemos de el;0;
bah yo en bici os quito las pegatinas;0;
barcelona sensibilizará a la ciudadanía para que haya menos ruido en la ciudad;0;
baskonia vitoria gasteiz;0;
baskonia vitoria gasteiz espcska de moscú rus;0;
baskonia vitoria gasteiz v cska moscow;0;
baskonia vitoria gasteiz v divina seguros joventut;0;
baskonia vitoria gasteiz vs cska moscowen vivo;0;
basta ya de permitir que ramos haga esas entradas que no es la primera es reincidente a la puta calle y partidos de sanción por aplaudir;0;
bendito problema ;0;
bici moto dudas de domingo aunque lo de las dos ruedas está claro;0;
bienbien ya teneis en la f al equipo que queriais para el año que viene que no se note tanto menudo robo;0;
bizikleteroak elpictograma de bicicletas con el doble chevrón que indica la circulación de bicicletas por la calz;0;
bizikleteroak en la rotonda de bulevar de salburua con paseo de la iliada hay pasos ciclistas que a pesar de est;0;
bizikleteroak no está previsto modificar el sentido de circulación para bicicletas en portal de legutiano en vit;1;movilidad
briatore alonso ha decidido no partirse las pelotas en mónaco con ese coche;0;
bua me muero de calor en el bus;0;
buen apunte es chocante entrar a través de una pirámide pero también es un problema;0;
buen apunte hay muchos ingredientes o elementos que según cantidades podrían ser tam;0;
buen café coffe time en barbatzarre callevalladolid vitoriagasteiz gasteiz igersgasteiz;0;
buen robo ahí tenéis la f rusos mandad unos buenos regalos a los del silbato;0;
buen tiempo en gasteiz pero inmejorable en donosti;0;
buena comida de celebración dominos pizza vitoria;0;
buena historia y superación la de este muchacho tras el accidente que tuvo espero verle el año qu;0;
buenísimo de acuerdo tras años con un pito en la boca eso sí que un niño beba birra;0;
bueno extremos extremos me da que tampoco el problema es que hasta el centro me da risa ;0;
bueno la noche es larga esperemos que no salga impune ese ataque a un chaval que no hacia nada estarás de acuerdo no;0;
bueno no es que me riñera pero como aprieto mucho y hago muchas rayas pues luego a la hora de borrar para el lineart es un problema;0;
bueno por lo menos me quedé con la cartera de uno de ellos no te salió gratis el ataque machista payaso;0;
buenos consejos para dejar limpios nuestros toldos están preparados para protegernos del sol ;0;
buenos días vitoriagasteiz ;0;
buf años de ruido y polvo pero toda una experiencia imagino;0;
buff no sé eh aquel barcelona llevaba años arrasandosu problema fue solventar la;0;
bus a foronda por euros solo para los viajes de ryainair;0;
buscamos a kira de la colonia de txagorritxu vitoria;0;
c hondarribia obra de remodelación lonja con vallas que ocupan espacio de la calle y sin licencia de obra vis;0;
cada día deyverson me parece peor tiene detalles pelea tiene huevos pero no sabe pasarla y los piscinazos tela;0;
cada forma de caminar por la vida tiene su sendero hacia la muerte referencia aunque lejana para la mayoría de l;0;
cada momento cuenta y a veces es una historiapero los nuevos momentos nacen de los viejosy los viejos hay que ec;0;
cada uno mirará lo que le interesa pero lo cierto es q el problema ps es global falla hollande vals hamon falla la política y la unidad;0;
cae nievevg en álava y en vitoriagasteiz de forma testimonial vídeo dani castro ;0;
calendario congresual de vitoriagasteiz;0;
calle recién me di cuenta jajajajjajajajaja;0;
cámaras de tráfico en directo;0;
campaña declaración de la renta pide cita previa ;0;
campeona de muaythai lucha contra violencia de género;0;
campo de los astrónomos barriosantaluciavitoriagasteiz pais vasco spain;0;
caras alegres en vitoria entre las primeras personas con entradas para la final de copa;0;
caravana de mujeres en tranvía;0;
carlos gómez aita de oiergomez en oieretxerahoy miércoles oieretxeraguneael de mayo a;0;
carretera vitoria bilbao nacional passat sacando foto al pasar el túnel hacia altube;0;
carta abierta a wyoming de un sacerdote;0;
casi no lo contamos pero hemos ganado esta batalla la mosca ahora es problema de la calle;0;
castigados james y bourousis en bus desde estambul a atenas;0;
cazados tres ladrones en vitoria por la huella del zapato;1;delincuencia
celebrando el día de la tierra observando odonatoscienciaciudadanavg yurre en vitoriagasteiz;0;
cercaenoticias de actualidad;0;
chariii mi chicaya vi un poco l wassap me alegro mucho k todas esteis bien en la pelea;0;
chica del tranvía si quieres que el tío ese y los medios te dejen en paz deberás superar doce pruebas que;0;
chiringuitoclásicojajajajajj sigo sin veros pq dais asco pero me parto con la medicina tacto rectal que os ha metido messi hoy jajjajjaj;0;
choque entre un coche y un bus en américa latina;1;movilidad
ciclista profesional es atacado violentamente mientras entrenaba;0;
ciclistas con el aire descubre en nuestro blog que hay detrás de este sugerente título;0;
cifp eraiken vitoriagasteiz ikaslan araba curso de instalación y puesta en marcha de aparatos de calefacción y;0;
cinco cosas que debes analizar al monitorizar las redes sociales de tu marca;0;
cinco heridos en un accidente en la ap en kuartango;0;
cinco heridos en un accidente en la ap tras el vuelco de un vehículo foto;0;
cita convuelve el curling a gasteiz a partir de mañana y hasta el domingo en el;0;
ciudad sin ley siguen las ocupaciones de pisos en vitoria vitoriagasteiz;1;administración pública
claro por eso estan todos juntosmisma soberviaprepontecia y chuleriamedan asco todos;0;
claro yo también lo hecho de menos el problema que yo veo es que se experimenta poco con el dque podría dar mucho más de sí;0;
comenzamoshablando de la seguridad y la salud en el trabajo y del de mayo ahora en;0;
comisión de hacienda ;0;
comisión de urbanismo ;0;
cómo ahorrar dinero con ofertas y productos gratis;0;
como bien dices jose luis ha hecho el triple de km en la bici que en la cancha muy triste su pas;0;
como cuesta madrugar de camino a la radio contigo desde las h canariasvitoria spain;0;
cómo generar un proceso de ventas predecible;0;
como hijo de médico te digo algo suyo el médico descubre el prob;0;
cómo identificar a una víctima de violencia escolar;0;
cómo llevar a cabo una inversión;0;
como me gusta ver blusas por la calle sannnnnpru;0;
cómo me puede llegar a dar tanto asco una persona preguntooo;0;
como mola la catedral vieja de vitoria de santa maria desde el en la lista de monumentos patrimonio de la;0;
como no podía ser de otra forma termina con robo claro en el último triple;0;
cómo proteger tu pc con el nuevo windows defender;0;
cómo publicar textos largos en twitter y dividirlos fácilmente en tuits;0;
como que este año no hay mani de lab aquí la frase más oída en un primero de mayo sin mani en gasteiz;0;
como te has hecho lo de la rodilla me caí en las vías del tranvía ;0;
comparador de televisiones;0;
comparativa de moviles;0;
compensa el atracón de y con el recorrido naturalístico del cortejo de la ranita de san antonio este sábado;0;
completando maletín vitoriagasteiz pais vasco spain;0;
comunica al que los bordillos de la acera del hua se encuentran en mal estado y muy afilados hoy se le ha rev;1;espacio público
comunica al servicio que en la plaza porticada han dejado los alcorques llenos de hierbas muy altas a pesar d;1;espacio público
con el sprint que me he pegado con la bici delante de un perro podría haber generado electricidad para todos los pueblos d alrededor ;0;
con esto no quiero decir que el arbitraje no fuese bochornoso que lo fue sólo que los ejempl;0;
con lo de retuitear me refiero a retuitear dibujitos de la gente no a retuitear mierdas del tipo batalla épica rt chocolate fav basura;0;
con los primosvitoria spain;0;
con qué limpias tus armas atento al paño limpiador redolfi armi extreme cloth calidad asegurada y una limpieza;0;
con uno mas no somo capaces de marcar al eibar esta falta gol es un grave problema;0;
concejales muy enfadados vitoria está sucia vitoriagasteiz;1;limpieza
concluye la instalación del aparcabicis de la estación de autobuses;0;
concurso de nanorrelatos para jóvenes en caracteres tienes que escribir el verbo leer;0;
concurso moda infantil en el corte inglés de vitoriagasteiz;0;
condenados por usar palomas vivas con cebos envenenados para matar aves rapaces;0;
conflicto intergeneracional que sólo agravará el problema;0;
conoce las plazas de aparcamiento subterráneo que gestiona el ayuntamiento;0;
conocéis nuestro proyecto paralelo cescallevamos ya años y medio haciendo ces en vitoria junto a apasos vitori;0;
conociendo su obra de teatro la hora que no sabíamos nada los unos de los otros no nos vamos a perdereste;0;
consejos y recomendaciones para viajar seguro;0;
control calle florida;0;
convocado el concurso de carteles para anunciar las fiestas de la blanca ;0;
convocado el concurso de carteles para anunciar las fiestas de lablancaaquí tienes las bases;0;
convocatorias de prensa ;0;
cóooomo pero si tengo cara de asco suprema jajsjdjdjd eres tan linda te quiero nana pffff;0;
coreógrafo jon maya nos cautivó con el primer espectáculo oteizari biraka y desde entonces le segu;0;
corre en bolas por la calle mira los baños de un restaurante pakistaní cómete los huevos del nido de una paloma de nada;0;
corte de c cercas bajas entre c félix maría samaniego y beato tomás de zumárraga;1;movilidad
cortes puntuales en c santo domingo en el cruce con c correría;1;movilidad
cosas que son capaces de dejarme tirado para el resto del díaburocraciallamadas telefónicasruido ambiental fuertecitas ineludibles;0;
cositas era en plan irónicoha habido muchas cosas graves y ya lo de ayerun robo así acarrea penas de prisión;0;
crece un la llegada de turistas a vitoriagasteiz en las vacaciones de semana santa;0;
crónica jornada de ligaaurrerazierbena aurrera de vitoriagonzalo julen ander joseba bruno;0;
cual de las siguientes especies es una invasora y está en nuestro programa de seguimiento cienciaciudadanavg;0;
cuando cada vez está más cerca el calor los días se hacen más largos los cuerpos;0;
cuando creías que te habían vaneado las cuentas insta y resulta que el mismo problema lo tenia un monton de gente caidainstagram;0;
cuando detectes un problema en la visión huye de los remedios mágicos y consulta con un oftalmólogo;0;
cuando hay violencia que si te gusta y apoyas a los que la instigan rutasocial he;0;
cuando la gente me habla de jaias de gasteiz pero no estoy;0;
cuando muchos tienen problemas con el mismo no creo q sea p;0;
cuando puedes compartir lo que te gusta con una persona eso si que renta;0;
cuando sales a la calle y no hay nadie está todo vacío;0;
cuando se podrán compar las entradas online al menos en vitoria no dais la opción aún gracias;1;administración pública
cuando te pasan un vídeo de que está nevando en gasteiz en abril;0;
cuando te saludan por la calle y no te da tiempo a asimilar quien es por que vas más ciego que palomo;0;
cuando visitas salburua con todos tus sentidos el humedal te brinda sorpresas como esta una rata de agua nada;0;
cuando ya somos dos con el mismo problema uiiii;0;
cuanta credibilidad le dais a la noticia de que el panathinaikos tenga que regresar a atenas en autobús;0;
cuántos obreros no afiliados a ningún sindicato la mayoría saldrán hoy a la calle con alguna de las organizaciones obreras;0;
current weather in vitoria broken clouds c humidity wind kmh pressure mb;0;
current weather in vitoria few clouds c humidity wind kmh pressure mb;0;
curso de roncopatía y apnea del sueño de mayo en elcentro de formación btiinstituto eduardo anitua vitori;0;
curso online gratuito para docentes sobre ciberacoso;0;
cursos con matrícula abierta del dpto de empleo del ayto de vitoriagasteiz;0;
da asco asco enemigosdelapaz popatikhartzera;0;
da asco leer esto estamos muy jodidos si no tenemos mas remedio que aguantar estas injusticias;0;
dais asco;0;
dales tu silencio es la mejor respuesta frasesconciencia psicología coaching citasvitoria;0;
damos bien de asco;0;
damos mucho asco comento;0;
dani lorenzocompartiendo tertulia de basket en el estudio deesperamos vuestras pregun;0;
dani para mí es un orgullo estar eny llevar a vitoria por las canchas;0;
daniela no tiene ningún problema en dar el primer paso y buscar su teléfono y le quiere dar espacio a elettra lloro radiotubersdanielablume;0;
de finde por tierras vascas me está gustando vitoria más cada vez que vengo se me hacen;0;
de grado bajo cero a en esta jornada en vitoria vitoriagasteiz;0;
de nada;0;
de pintxitos por gasteiz spain vasco sistemico love couplevitoria spain;0;
de todas formas la gestión de estos programas es compleja sin duda pero el problema q señalas s;0;
de turquía a grecia en bus hay que querer al dueño del pao troll de trolles;0;
de verdad no tengo autobús hasta las esto es surrealista;1;movilidad
decirle lo del padre asido lo mas sucio que visto nuncano tiene nada q;0;
define torpe caerte en las vías del tranvía cuando justo viene y que se te caigan todas tus putas cosas;0;
del concierto de ayer en vitoria con izasku y kimdiosesfielvitoria spain;0;
del concierto en vitoriatourvitoria spain;0;
del pasado con memoria al futuro con objetivo claro centrando la mirada línea de fuga de esta perspectiva;0;
del robo arbitral a baskonia belosevic a la nevera euroliga lo retira;0;
delincuencia roba en una panadería y lo intenta en un kiosko de vitoria vitoriagasteiz;1;delincuencia
dell done elclasico y austingp vistos a la vez si ningún problema gracias;0;
demayo salud y seguridad laboral cada minutos se produce una baja por accidente o enfermedad laboral;0;
denuncia por favor árbitros a la calle para toda la vida;0;
descomplicada en una bici que me lleva a todos lados;0;
desconocemos cuãl fue el motivo por el que se le denegã cerrar parte de un patio en la escuela infantil ya que u;0;
descubrimos vitoriagasteiz y los rincones de su almendramedieval con un paseo por sus espectaculares rincones;0;
desde el bus he llamado a la poli y he dicho la zona espero que hayan ido rápidoestoy intranquila mañana llamaré a ver si me dicen algo;0;
desde el menú de configuración de teclado no deberías tener problema;0;
desde eoncult reivindicamos un nomaltrato y toleranciacerocultura yviolencia;0;
desde la unidad de mantenimiento urbano se visita la zona y se procede a su reparaciãn con fecha es;0;
desde la unidad de mantenimiento urbano se visita la zona y se procede a su reparaciãn con fecha es;0;
desde solgranel os deseamos felices fiestas de san prudenciosanprudentzio sanprudencio gasteiz;0;
deseo saber si el plan esta aprobado y en que estado exacto está respecto del ibiurbanismoviviendaplan;1;administración pública
despejó en vitoria vitoria gasteiz vitoriagasteiz alava paisvasco euskadi paseodelasenda;0;
después de hacer la ruta en bici nos gusta disfrutar recordar el recorridopues desde este enlace lo puedes;0;
después de los trabajos de mantenimiento de la sala de pesasya está de nuevo abierta vitoria vitoriagastei;0;
después de ocultarle su diagnóstico de tdah una madre descubrió que su hija estaba encantada de saber qué le;0;
después de un increíble robo arbitral;0;
después el especialista trata el caso a fondo ya que es él el;0;
detened la violencia y las matanzas masivas en l;0;
detenido tras robar con intimidación en una panadería de vitoria;1;delincuencia
deyverson lo que falló esque ni santos falla eso es decir camarasa como dices banco pero yay;0;
día de pintxos vitoriagasteiz pais vasco spain;0;
